SZY5JGYAPic	NFL Legend Terrell Owens’ Secret to Building Strength	7:08	NA	https://www.youtube.com/watch?v=SZY5JGYAPic
w7pf9ossSl8	The Truth About BodyArmor Sports Drink	5:59	NA	https://www.youtube.com/watch?v=w7pf9ossSl8
LVUUVT9P-bc	Dr. Exposes CrossFit: Risks, Myths & Training Truths	10:40	NA	https://www.youtube.com/watch?v=LVUUVT9P-bc
iOxRQtmJ1jQ	The Truth About Metabolism and Weight Loss	10:38	NA	https://www.youtube.com/watch?v=iOxRQtmJ1jQ
tJuMjzYStm4	Dr. Reacts to The Biggest Loser | Weight Loss, Compassion & Controversy	22:26	NA	https://www.youtube.com/watch?v=tJuMjzYStm4
mOKdptbFjsA	The Truth About Muscle Growth with Menno Henselmans	21:33	NA	https://www.youtube.com/watch?v=mOKdptbFjsA
zoCK2nqEyik	Dr's Debate The Truth About Micro-Dosing GLP	26:16	NA	https://www.youtube.com/watch?v=zoCK2nqEyik
CUhmb_GL9oY	Why ‘Junk Volume’ is Holding You Back	12:23	NA	https://www.youtube.com/watch?v=CUhmb_GL9oY
_c0Si9YN6YU	Dr. Explains Why Gyms Often Ban Variable Resistance Training	5:34	NA	https://www.youtube.com/watch?v=_c0Si9YN6YU
6Ia-doSc_OA	Dr. Jaquish Exposes Whey Protein	6:57	NA	https://www.youtube.com/watch?v=6Ia-doSc_OA
X5qttUSmbaU	Dr Explains: The Fastest Path to Extreme Muscle Growth	4:34	NA	https://www.youtube.com/watch?v=X5qttUSmbaU
-k-YMLqs9yk	How Arthur Jones Changed Strength Training Forever	37:56	NA	https://www.youtube.com/watch?v=-k-YMLqs9yk
vWY-orx0_D4	Dr. Mythbusts: Calories in vs Calories Out Philosophy	7:39	NA	https://www.youtube.com/watch?v=vWY-orx0_D4
ijLFqc60M-w	How Mike Mentzer's Heavy Duty Training Shaped Modern Bodybuilding	37:20	NA	https://www.youtube.com/watch?v=ijLFqc60M-w
i_fQdvOdFo0	Dr. Explains the Truth About Fitness, Supplements, and Performance	5:55	NA	https://www.youtube.com/watch?v=i_fQdvOdFo0
hrboHkiBgEY	Dr Explains: Does Fasting Actually Work?!	6:48	NA	https://www.youtube.com/watch?v=hrboHkiBgEY
tW6ViVUkLR8	Dr. Explains: Pharmaceuticals, Hormones, and Peptides	8:18	NA	https://www.youtube.com/watch?v=tW6ViVUkLR8
IWLjaZB-e6s	How to Train Like a Model	7:33	NA	https://www.youtube.com/watch?v=IWLjaZB-e6s
jHlJ8b-oxVU	Lizzo Figured It Out	6:35	NA	https://www.youtube.com/watch?v=jHlJ8b-oxVU
i_mHF8uPGuQ	Dr Explains The Fastest Way to Fat Loss	8:21	NA	https://www.youtube.com/watch?v=i_mHF8uPGuQ
eQ4dOMxzVqU	Dr Debunks Collagen Myths: The Truth About Aging Gracefully	7:28	NA	https://www.youtube.com/watch?v=eQ4dOMxzVqU
0rOKmMeIbQE	The Dangers of Sugar-Heavy Diets	3:29	NA	https://www.youtube.com/watch?v=0rOKmMeIbQE
8R5YKxZP_4E	Is the Gym Helping You—or Holding You Back?	5:11	NA	https://www.youtube.com/watch?v=8R5YKxZP_4E
GmsxSuYgp-8	Who to Trust on Social Media for Nutrition Advice	6:09	NA	https://www.youtube.com/watch?v=GmsxSuYgp-8
H4BBo01v9A8	Dr. Jaquish Explains: How Muscle Actually Grows	18:49	NA	https://www.youtube.com/watch?v=H4BBo01v9A8
V4ax889gV_Y	How I Decided on Variable Resistance - Dr. John Jaquish	13:16	NA	https://www.youtube.com/watch?v=V4ax889gV_Y
VBgZhukUFwQ	Your Health Is Costing You More Than You Think	6:40	NA	https://www.youtube.com/watch?v=VBgZhukUFwQ
RdAvqsDv0HI	What Cardio Does for Weight Loss	10:11	NA	https://www.youtube.com/watch?v=RdAvqsDv0HI
aFPDwZOKjEM	How a Doctor Orders at McDonald's	7:12	NA	https://www.youtube.com/watch?v=aFPDwZOKjEM
sHADS0iRcS4	Dr. Jaquish Exposes the Sugar Diet	9:14	NA	https://www.youtube.com/watch?v=sHADS0iRcS4
BXRH8dt_o-s	How My Biomedical PhD Revolutionized Fitness	13:56	NA	https://www.youtube.com/watch?v=BXRH8dt_o-s
DpvXdSK1uxg	How to Build Muscle With "Bad Genetics"	10:32	NA	https://www.youtube.com/watch?v=DpvXdSK1uxg
aZJdFtuTlGk	Why Most Lifters Fail: Dr. John Jaquish on Muscle Growth & Smarter Training	11:17	NA	https://www.youtube.com/watch?v=aZJdFtuTlGk
bIRYprxdzHE	Why Short, Intense Workouts Work Best	9:48	NA	https://www.youtube.com/watch?v=bIRYprxdzHE
ZQJqszygoso	Build Muscle Faster: Dr. John Jaquish on Variable Resistance Training & Smarter Workouts	7:01	NA	https://www.youtube.com/watch?v=ZQJqszygoso
ADWroYwsLpA	Unlocking Muscle Growth with Variable Resistance	13:00	NA	https://www.youtube.com/watch?v=ADWroYwsLpA
yNAwuLQ1zrE	X3 Bar: The Faster, Safer Way to Strength — Build Muscle Faster	1:43	NA	https://www.youtube.com/watch?v=yNAwuLQ1zrE
yeTOKHaSCNE	Unlocking Your Muscle Growth Potential	11:16	NA	https://www.youtube.com/watch?v=yeTOKHaSCNE
M3fn0Omhz7w	Portable Gym Set-up | Why I Never Use Hotel Gyms Anymore	7:38	NA	https://www.youtube.com/watch?v=M3fn0Omhz7w
79MFU-Caajs	Strength vs Size | Does The X3 Force Bar Really Help?	4:08	NA	https://www.youtube.com/watch?v=79MFU-Caajs
B9CDUwIPjGI	Why Gains Suddenly Stop | Protein Mistakes EXPLAINED	3:27	NA	https://www.youtube.com/watch?v=B9CDUwIPjGI
IJfd1DXjVNE	Forget Body Fat Percentages | Here's The TRUTH	2:58	NA	https://www.youtube.com/watch?v=IJfd1DXjVNE
Hweu9Y82XOs	Why 90% Quit The Gym	2:08	NA	https://www.youtube.com/watch?v=Hweu9Y82XOs
cJpcB0GGoGQ	How To Strengthen Fragile Bones	6:04	NA	https://www.youtube.com/watch?v=cJpcB0GGoGQ
J41OMqERxIg	The Secret to Max Muscle: Load the Bottom	3:13	NA	https://www.youtube.com/watch?v=J41OMqERxIg
SBt6nY0y8JA	How Effective Are Rubber Bands for Strength?	2:11	NA	https://www.youtube.com/watch?v=SBt6nY0y8JA
DoepIy8oOvE	Can You Actually Get Big With Bands?	1:38	NA	https://www.youtube.com/watch?v=DoepIy8oOvE
4k98Nm-Gu7Q	Dr John Jaquish & Gary Brecka: Keys to Living Longer	26:59	NA	https://www.youtube.com/watch?v=4k98Nm-Gu7Q
Bdw_h6LVU0M	🛰️ Dr. John Jaquish on the New York Post: Astronaut Recovery Challenges After Space Travel! 🌍	5:18	NA	https://www.youtube.com/watch?v=Bdw_h6LVU0M
EJSSO99qkeE	🚀 Dr. John Jaquish on Fox News: Medical Challenges for NASA Astronauts Returning to Earth! 🌍	3:14	NA	https://www.youtube.com/watch?v=EJSSO99qkeE
AvxU8XckVgc	Risks of Muscle Loss While Using GLP-1 Weight Loss Drugs - KVVU TV FOX Interview of Dr. John Jaquish	4:03	NA	https://www.youtube.com/watch?v=AvxU8XckVgc
UnyO49vyX2Q	How X3 variable resistance training produces the same muscular growth result in 78% LESS TIME.	12:14	NA	https://www.youtube.com/watch?v=UnyO49vyX2Q
UOUHawAQqxo	Natural Body Builder Hack	11:20	NA	https://www.youtube.com/watch?v=UOUHawAQqxo
X4JjPThRiGY	KTLA5  morning show tries the X3 Force Bar Smart Gym	8:11	NA	https://www.youtube.com/watch?v=X4JjPThRiGY
7k3Hv2apWao	The Biggest Carnivore Diet Mistake with Dr. Jaquish and Daniel Magyar	40:09	NA	https://www.youtube.com/watch?v=7k3Hv2apWao
xBUBGtzoV7k	How X3 leverages STRETCHED MEDIATED HYPERTROPHY	1:30	NA	https://www.youtube.com/watch?v=xBUBGtzoV7k
hBl_qRn0-U0	Robert F. Kennedy, Jr. and Dr. John Jaquish on Protecting the BEEF Industry	4:56	NA	https://www.youtube.com/watch?v=hBl_qRn0-U0
YDkWmbftGWY	“Dumb things said in the gym.” - Falsehoods of Fitness	54:33	NA	https://www.youtube.com/watch?v=YDkWmbftGWY
dmLyKQEYwe4	Woman Loses 214 lbs with X3 Bar In Just 6 Months	41:23	NA	https://www.youtube.com/watch?v=dmLyKQEYwe4
Ugrrh1wZvj0	Fasting versus Calorie Restriction	1:11	NA	https://www.youtube.com/watch?v=Ugrrh1wZvj0
ydYvJfL8m-0	"You Need Carbs for Muscle Growth and Performance" | Falsehoods of Fitness	46:00	NA	https://www.youtube.com/watch?v=ydYvJfL8m-0
ibTvhhFX30E	The Fitness Industry | Falsehoods of Fitness	29:59	NA	https://www.youtube.com/watch?v=ibTvhhFX30E
b_NucMEQ9jU	How the X3 Bar lets you lift massive loads, such as a 614 lb deadlift & a 557 lb chest press	1:42	NA	https://www.youtube.com/watch?v=b_NucMEQ9jU
N-QdcRRn_MM	Why does X3 bar have so many negative reviews?	6:44	NA	https://www.youtube.com/watch?v=N-QdcRRn_MM
mtyG0m5gARE	Is testosterone replacement therapy (TRT) the same as taking steroids?	4:20	NA	https://www.youtube.com/watch?v=mtyG0m5gARE
PyTuXBB4ZcU	Tony Robbins on OsteoStrong	1:23	NA	https://www.youtube.com/watch?v=PyTuXBB4ZcU
AWJ7yT9D58U	Why does X3 cost $549?	2:27	NA	https://www.youtube.com/watch?v=AWJ7yT9D58U
nkzd-W5CE7Y	How do I calculate the amount of protein I need to build muscle?	2:40	NA	https://www.youtube.com/watch?v=nkzd-W5CE7Y
qqVe23oklHk	How is X3 different from free weights (dumbbells and barbells) or typical resistance bands?	3:26	NA	https://www.youtube.com/watch?v=qqVe23oklHk
xHTejs2LDIk	Can I use separate handles with the X3?	4:43	NA	https://www.youtube.com/watch?v=xHTejs2LDIk
0BZDVgibzHM	How do I pick the right X3 band? How many repetitions should I do with X3?	5:30	NA	https://www.youtube.com/watch?v=0BZDVgibzHM
TA6eZ0fimpQ	Variable Resistance Training: What’s the science behind X3 Bar?	3:01	NA	https://www.youtube.com/watch?v=TA6eZ0fimpQ
4VWhEIOqCm8	Can I use X3 without the bar or plate? What about X3 Bar alternatives?	4:06	NA	https://www.youtube.com/watch?v=4VWhEIOqCm8
K9WHKaOPzus	Why does my X3 band look worn, frayed, or torn?	2:11	NA	https://www.youtube.com/watch?v=K9WHKaOPzus
wF82_J_GhXA	Will I bulk up and build muscle using X3?	2:00	NA	https://www.youtube.com/watch?v=wF82_J_GhXA
EupY4PaIztY	Why is the X3 bicep curl different than a typical bicep curl?	3:24	NA	https://www.youtube.com/watch?v=EupY4PaIztY
wzyWHYqidBY	How do I get into position for the X3 chest press to prevent the bands from slipping?	2:27	NA	https://www.youtube.com/watch?v=wzyWHYqidBY
jErTtcaeRqY	Why isn’t cardio part of the X3 12 week program?	5:04	NA	https://www.youtube.com/watch?v=jErTtcaeRqY
Kv8ZlA2Mi30	Am I too tall or are my shoulders too wide for X3 bar?	2:48	NA	https://www.youtube.com/watch?v=Kv8ZlA2Mi30
bNBJgGPoW9o	When is the best time to take Fortagen? How many servings can I have?	2:19	NA	https://www.youtube.com/watch?v=bNBJgGPoW9o
MKx2gpBOlGQ	Why only one set? How long should I rest between X3 bar exercises?	5:44	NA	https://www.youtube.com/watch?v=MKx2gpBOlGQ
6rEm_cwFkYE	KTLA Dr. John Jaquish speaking about his biomedical innovations.	5:03	NA	https://www.youtube.com/watch?v=6rEm_cwFkYE
jhgSMRnhWh8	Jaquish Biomedical X3 Bar Variable Resistance Training Home Gym	2:17	NA	https://www.youtube.com/watch?v=jhgSMRnhWh8
gNjWgtW_ugU	IN-Perium, premium fasting support and butter coffee replacement	1:32	NA	https://www.youtube.com/watch?v=gNjWgtW_ugU
ieC6jCAVnXs	Fortagen, the protein that's 5X more efficient than whey protein	1:18	NA	https://www.youtube.com/watch?v=ieC6jCAVnXs
-zAc_KG8qts	Dr. John Jaquish interviewed on Newsmax Liquid Lunch	4:42	NA	https://www.youtube.com/watch?v=-zAc_KG8qts
aKKBRu_UX2Q	Jaquish Biomedical X3 Bar Variable Resistance Home Gym	1:29	NA	https://www.youtube.com/watch?v=aKKBRu_UX2Q
y3lrcsqJef4	Falsehoods of Fitness Episode 10: CNS Fatigue Limits Training Frequency	5:41	NA	https://www.youtube.com/watch?v=y3lrcsqJef4
lC-16Q-5lFk	Falsehoods of Fitness Episode 9: Dumbbells are better than Barbells	2:37	NA	https://www.youtube.com/watch?v=lC-16Q-5lFk
K2cSrGssJjI	Falsehoods of Fitness Episode 7: Micronutrient RDA's	8:26	NA	https://www.youtube.com/watch?v=K2cSrGssJjI
-SAMlHYBB5w	Falsehoods of Fitness Episode 6: Just Training Fast or Slow Twitch Muscle Fibers	4:25	NA	https://www.youtube.com/watch?v=-SAMlHYBB5w
WdgggFV2_-s	Falsehoods of Fitness Episode 5: Training Different Ranges of Motion	15:01	NA	https://www.youtube.com/watch?v=WdgggFV2_-s
W6TAM50beGQ	Falsehoods of Fitness Episode 4: The Anabolic Window	10:00	NA	https://www.youtube.com/watch?v=W6TAM50beGQ
EWReLqb1y4E	Falsehoods of Fitness Episode 3: Isolating "parts" of a muscle	12:40	NA	https://www.youtube.com/watch?v=EWReLqb1y4E
lL-CahGcpOI	Introducing the GHAccelerator™	9:26	NA	https://www.youtube.com/watch?v=lL-CahGcpOI
XcGJjeOuYcA	Falsehoods of Fitness Episode 2: TRT is an Advantage	12:17	NA	https://www.youtube.com/watch?v=XcGJjeOuYcA
gcbnWXcBgfI	Falsehoods of Fitness Episode 1: Muscle Confusion Theory	9:49	NA	https://www.youtube.com/watch?v=gcbnWXcBgfI
j9bqoBVPK64	Falsehoods of Fitness Introduction	8:48	NA	https://www.youtube.com/watch?v=j9bqoBVPK64
XF0-lf8v7bk	Dr. John Jaquish: Motivation vs Discipline	2:40	NA	https://www.youtube.com/watch?v=XF0-lf8v7bk
dcO3oWOiRT4	SuperHuman Radio: Dr. John Jaquish - Highlights	7:00	NA	https://www.youtube.com/watch?v=dcO3oWOiRT4
1Ewn0f7LY7c	Dr. Jaquish Discussing the Research That Inspired X3	8:15	NA	https://www.youtube.com/watch?v=1Ewn0f7LY7c
SutpE1IZFZk	X3: Be Right Back	52	NA	https://www.youtube.com/watch?v=SutpE1IZFZk
